Order_ID,Customer_ID,Customer_Age,Customer_Type,Restaurant_Name,Restaurant_Rating,Cuisine,Order_Value,Discount_Applied,Payment_Method,Distance,Traffic_Level,Weather,Delivery_Time,Late_Delivery,Partner_Experience_Years,Vehicle_Type,Order_Time,Day_of_Week,Is_Weekend,Festival_Season,Delivery_Status
2521,3643,59,Premium,Urban Kitchen,3.6,Desserts,698.78,13.8,Card,2.47,Low,Rainy,20.51,0,4.8,Scooter,2025-03-18 20:55:00,Tuesday,0,0,On-Time
2522,4999,48,Premium,Urban Kitchen,4.4,Chinese,514.96,39.79,Card,5.23,High,Stormy,81.85,1,1.6,Scooter,2025-01-15 16:10:00,Wednesday,0,1,Late
2523,4013,30,Premium,Spicy Hub,3.4,Fast Food,894.87,2.46,UPI,13.87,High,Rainy,190.28,1,0.9,Scooter,2025-03-05 00:26:00,Wednesday,0,1,Late
2524,1393,44,Regular,Urban Kitchen,3.9,Chinese,1171.97,39.62,Card,10.1,Low,Rainy,70.86,1,1.1,Cycle,2025-03-02 06:02:00,Sunday,1,0,Late
2525,3747,53,Regular,Urban Kitchen,4.0,Italian,747.97,0.75,Cash,10.96,Low,Stormy,87.17,1,3.7,Cycle,2025-03-17 08:43:00,Monday,0,1,Late
2526,2965,18,New,Spicy Hub,4.1,Italian,866.57,3.42,Card,9.77,Medium,Stormy,84.16,1,1.8,Scooter,2025-02-13 17:39:00,Thursday,0,0,Late
2527,3007,38,Regular,Urban Kitchen,4.4,Desserts,274.85,23.65,UPI,14.57,Medium,Stormy,140.16,1,1.2,Cycle,2025-01-17 12:06:00,Friday,0,0,Late
2528,2984,46,Premium,Food Palace,4.5,Chinese,446.06,11.52,Card,13.68,High,Stormy,151.69,1,2.1,Bike,2025-01-17 08:25:00,Friday,0,1,Late
2529,2670,21,New,Food Palace,3.2,Desserts,986.43,25.67,UPI,13.25,Low,Clear,66.71,1,4.0,Bike,2025-02-12 14:30:00,Wednesday,0,1,Late
2530,1987,60,Regular,Food Palace,4.5,Desserts,588.21,38.89,Card,11.3,Medium,Stormy,108.78,1,0.6,Bike,2025-01-01 02:06:00,Wednesday,0,0,Late
2531,3730,51,New,Spicy Hub,3.3,Fast Food,921.22,34.6,UPI,8.51,Medium,Rainy,65.7,1,1.8,Bike,2025-03-22 11:26:00,Saturday,1,0,Late
2532,4849,46,Regular,Urban Kitchen,3.7,Indian,405.06,24.35,UPI,13.61,Medium,Stormy,97.34,1,1.9,Bike,2025-03-25 00:38:00,Tuesday,0,0,Late
2533,1671,58,Regular,Spicy Hub,4.5,Chinese,1127.38,6.62,Card,3.02,Low,Stormy,27.83,0,2.9,Bike,2025-03-20 11:44:00,Thursday,0,0,On-Time
2534,4071,36,New,Urban Kitchen,4.2,Italian,339.4,19.18,Card,10.21,High,Clear,74.01,1,2.4,Cycle,2025-03-27 02:47:00,Thursday,0,0,Late
2535,2335,57,Regular,Spicy Hub,3.7,Chinese,468.79,16.44,Cash,1.32,Low,Rainy,16.43,0,3.5,Scooter,2025-02-02 00:49:00,Sunday,1,0,On-Time
2536,4720,35,New,Urban Kitchen,3.1,Italian,1186.11,10.55,UPI,2.77,Low,Rainy,25.82,0,2.2,Scooter,2025-03-29 20:25:00,Saturday,1,0,Cancelled
2537,2690,26,Premium,Spicy Hub,4.1,Fast Food,586.34,4.71,Card,5.62,High,Stormy,62.57,1,3.8,Cycle,2025-01-20 16:29:00,Monday,0,0,Late
2538,2990,19,Premium,Spicy Hub,3.3,Italian,822.77,32.54,UPI,5.89,Low,Stormy,38.05,0,3.2,Bike,2025-01-09 14:37:00,Thursday,0,0,On-Time
2539,2710,60,Regular,Food Palace,3.0,Chinese,956.69,16.04,Cash,12.43,Medium,Rainy,132.87,1,3.7,Scooter,2025-03-17 19:09:00,Monday,0,1,Late
2540,4733,42,Premium,Urban Kitchen,3.4,Desserts,1170.5,28.69,UPI,12.68,Low,Rainy,69.85,1,0.6,Cycle,2025-02-12 05:32:00,Wednesday,0,0,Late
2541,2524,52,Regular,Spicy Hub,3.2,Fast Food,745.71,17.16,Cash,1.25,Medium,Rainy,12.52,0,1.6,Bike,2025-02-26 22:36:00,Wednesday,0,0,On-Time
2542,3103,46,Premium,Food Palace,4.3,Fast Food,404.52,11.1,Card,13.58,High,Clear,85.7,1,2.6,Cycle,2025-01-29 04:32:00,Wednesday,0,0,Late
2543,3102,38,Regular,Spicy Hub,4.8,Italian,176.29,17.93,Cash,9.55,Low,Clear,70.62,1,1.9,Scooter,2025-03-25 22:05:00,Tuesday,0,1,Late
2544,1741,46,Regular,Food Palace,4.9,Indian,429.28,9.05,Cash,14.4,High,Stormy,206.91,1,2.6,Bike,2025-02-09 13:50:00,Sunday,1,1,Late
2545,4743,29,New,Urban Kitchen,3.6,Indian,430.61,35.17,UPI,3.27,High,Clear,25.39,0,0.8,Cycle,2025-01-02 10:33:00,Thursday,0,0,On-Time
2546,4856,45,Regular,Spicy Hub,3.2,Indian,645.17,25.09,UPI,12.88,High,Clear,113.63,1,1.5,Bike,2025-03-01 17:42:00,Saturday,1,0,Late
2547,3218,35,Premium,Spicy Hub,4.4,Indian,602.21,4.59,UPI,11.0,Medium,Stormy,125.77,1,1.5,Scooter,2025-02-08 15:55:00,Saturday,1,1,Late
2548,3215,40,Regular,Urban Kitchen,4.3,Desserts,395.7,7.35,Card,1.14,High,Rainy,14.74,0,2.6,Cycle,2025-01-27 09:02:00,Monday,0,0,On-Time
2549,3234,53,Regular,Spicy Hub,3.1,Fast Food,600.72,31.53,UPI,11.01,Low,Clear,43.07,0,4.4,Scooter,2025-02-04 05:24:00,Tuesday,0,0,On-Time
2550,2459,30,Regular,Spicy Hub,3.7,Italian,1189.92,10.1,Card,7.6,High,Rainy,101.62,1,2.1,Bike,2025-03-16 05:10:00,Sunday,1,1,Late
2551,2211,57,Regular,Urban Kitchen,4.5,Italian,1191.76,24.54,Cash,7.49,Medium,Rainy,66.1,1,0.9,Cycle,2025-03-14 09:07:00,Friday,0,0,Late
2552,4630,20,Premium,Food Palace,4.4,Fast Food,577.08,21.91,Cash,14.2,Medium,Clear,66.84,1,1.2,Scooter,2025-03-12 21:39:00,Wednesday,0,0,Late
2553,4493,31,New,Urban Kitchen,4.6,Italian,215.15,3.27,Card,5.18,High,Rainy,51.44,1,2.8,Cycle,2025-02-23 00:09:00,Sunday,1,0,Late
2554,1476,46,Regular,Food Palace,4.9,Fast Food,1150.51,11.17,Card,11.24,Medium,Rainy,67.24,1,3.1,Scooter,2025-01-22 10:17:00,Wednesday,0,0,Late
2555,1450,40,Regular,Urban Kitchen,4.0,Chinese,590.2,11.65,UPI,12.31,Low,Stormy,90.83,1,2.7,Cycle,2025-03-05 07:44:00,Wednesday,0,0,Late
2556,2311,29,New,Food Palace,4.1,Fast Food,483.87,21.06,UPI,11.93,High,Rainy,94.74,1,4.0,Scooter,2025-03-27 04:04:00,Thursday,0,0,Late
2557,1148,55,Regular,Spicy Hub,4.9,Italian,806.95,5.94,UPI,10.52,Medium,Rainy,85.44,1,1.0,Bike,2025-01-10 19:58:00,Friday,0,0,Late
2558,1546,27,Premium,Spicy Hub,3.8,Chinese,209.86,15.23,Cash,13.64,High,Stormy,138.94,1,0.6,Cycle,2025-02-25 06:37:00,Tuesday,0,0,Cancelled
2559,4740,21,New,Spicy Hub,3.8,Italian,599.58,23.14,UPI,7.48,Medium,Clear,35.31,0,1.3,Bike,2025-03-13 02:44:00,Thursday,0,0,On-Time
2560,4337,40,Regular,Urban Kitchen,4.8,Desserts,261.68,8.44,UPI,6.18,High,Rainy,52.05,1,4.1,Cycle,2025-01-10 06:58:00,Friday,0,0,Late
2561,2812,22,Regular,Urban Kitchen,3.1,Fast Food,1138.0,22.43,UPI,10.22,Medium,Rainy,93.15,1,2.2,Bike,2025-03-30 05:51:00,Sunday,1,0,Late
2562,1568,38,Regular,Food Palace,3.1,Desserts,565.29,34.15,Cash,11.57,Low,Clear,72.78,1,2.8,Bike,2025-03-28 12:44:00,Friday,0,1,Late
2563,4919,31,Premium,Spicy Hub,4.7,Chinese,976.31,26.26,Card,7.53,Medium,Rainy,75.29,1,4.8,Scooter,2025-01-25 17:14:00,Saturday,1,0,Late
2564,2766,47,Premium,Spicy Hub,3.7,Fast Food,798.92,23.02,Cash,6.52,High,Rainy,56.36,1,1.9,Bike,2025-01-09 07:46:00,Thursday,0,0,Late
2565,1387,19,Premium,Spicy Hub,3.9,Desserts,426.75,30.44,Card,8.44,High,Stormy,85.11,1,0.8,Scooter,2025-03-10 09:27:00,Monday,0,0,Cancelled
2566,4788,59,New,Spicy Hub,4.5,Chinese,489.41,37.53,UPI,2.07,Low,Stormy,18.92,0,4.8,Cycle,2025-01-18 04:44:00,Saturday,1,0,On-Time
2567,2556,25,New,Food Palace,3.9,Chinese,526.92,21.56,Card,12.15,High,Rainy,97.24,1,4.3,Scooter,2025-03-06 17:45:00,Thursday,0,0,Late
2568,2016,38,New,Food Palace,3.3,Italian,199.92,25.65,Cash,1.9,Medium,Rainy,18.08,0,3.8,Scooter,2025-01-13 22:46:00,Monday,0,0,On-Time
2569,3855,30,Regular,Food Palace,4.1,Desserts,342.15,17.55,UPI,12.19,High,Rainy,87.0,1,2.6,Bike,2025-02-05 06:38:00,Wednesday,0,0,Late
2570,4525,47,Regular,Spicy Hub,3.4,Fast Food,925.48,19.17,Card,7.35,High,Rainy,68.47,1,4.3,Bike,2025-01-27 05:37:00,Monday,0,0,Late
2571,3270,46,Premium,Food Palace,3.6,Desserts,1064.47,0.73,UPI,8.63,Low,Clear,45.43,1,3.8,Cycle,2025-03-13 13:00:00,Thursday,0,0,Late
2572,3858,32,Regular,Spicy Hub,4.5,Indian,876.63,32.86,Cash,10.04,Medium,Clear,65.6,1,2.3,Bike,2025-03-01 22:27:00,Saturday,1,0,Late
2573,3141,27,Regular,Urban Kitchen,4.8,Indian,435.83,13.68,UPI,14.03,Low,Clear,55.43,1,3.1,Bike,2025-01-21 21:05:00,Tuesday,0,0,Late
2574,2235,20,New,Spicy Hub,5.0,Desserts,1014.63,29.83,UPI,3.91,High,Clear,42.71,0,4.4,Bike,2025-03-27 12:14:00,Thursday,0,1,On-Time
2575,4030,57,Premium,Food Palace,3.7,Fast Food,215.15,19.04,Cash,4.78,Low,Stormy,53.56,1,3.7,Bike,2025-02-16 00:07:00,Sunday,1,0,Late
2576,3306,43,Premium,Urban Kitchen,4.8,Fast Food,625.68,30.87,UPI,12.8,Medium,Clear,69.81,1,3.7,Cycle,2025-01-03 02:35:00,Friday,0,0,Late
2577,4197,21,Premium,Food Palace,4.4,Fast Food,415.74,32.38,UPI,14.3,Medium,Stormy,129.55,1,2.6,Cycle,2025-01-17 22:52:00,Friday,0,0,Late
2578,4812,34,Premium,Spicy Hub,4.3,Indian,724.47,35.27,UPI,7.28,Medium,Stormy,100.13,1,0.8,Scooter,2025-01-14 10:34:00,Tuesday,0,1,Late
2579,1345,30,New,Food Palace,4.7,Indian,295.47,1.23,Cash,14.08,Medium,Clear,87.16,1,1.2,Scooter,2025-02-28 15:21:00,Friday,0,0,Late
2580,1898,60,Regular,Food Palace,4.4,Fast Food,287.83,26.7,Cash,13.45,High,Rainy,107.59,1,2.4,Bike,2025-02-17 23:42:00,Monday,0,0,Late
2581,2475,22,Premium,Urban Kitchen,3.2,Chinese,1086.63,34.77,Cash,14.97,High,Clear,107.11,1,3.1,Scooter,2025-03-12 20:56:00,Wednesday,0,0,Late
2582,2101,51,New,Urban Kitchen,4.3,Chinese,832.22,36.05,Card,12.63,High,Rainy,126.03,1,4.7,Bike,2025-01-03 05:32:00,Friday,0,0,Late
2583,2911,44,Premium,Food Palace,3.1,Indian,1038.26,24.3,UPI,6.33,Medium,Rainy,49.65,1,0.8,Scooter,2025-02-06 12:14:00,Thursday,0,0,Late
2584,2021,54,Premium,Spicy Hub,3.9,Italian,865.81,36.47,UPI,12.56,Low,Rainy,67.85,1,2.5,Scooter,2025-01-31 07:14:00,Friday,0,0,Late
2585,1730,54,New,Spicy Hub,3.7,Chinese,266.6,38.84,Card,9.03,Medium,Stormy,71.98,1,1.1,Cycle,2025-01-01 18:54:00,Wednesday,0,0,Late
2586,4046,30,Regular,Urban Kitchen,4.1,Fast Food,187.28,38.03,Card,4.86,High,Rainy,37.78,0,0.6,Scooter,2025-02-27 01:53:00,Thursday,0,0,On-Time
2587,1712,41,Regular,Spicy Hub,3.3,Chinese,193.81,15.19,Card,9.72,High,Clear,59.97,1,1.0,Bike,2025-02-06 06:34:00,Thursday,0,0,Late
2588,4883,54,New,Urban Kitchen,3.3,Chinese,681.38,3.41,Cash,1.65,Medium,Stormy,18.77,0,2.8,Scooter,2025-02-15 13:05:00,Saturday,1,0,On-Time
2589,1654,22,New,Urban Kitchen,3.8,Fast Food,1110.9,28.97,Cash,12.42,High,Stormy,156.22,1,4.4,Bike,2025-03-13 01:00:00,Thursday,0,0,Late
2590,2658,24,New,Food Palace,4.2,Desserts,533.7,7.27,UPI,10.61,High,Rainy,90.03,1,5.0,Cycle,2025-03-17 18:19:00,Monday,0,0,Late
2591,2480,42,New,Food Palace,4.0,Desserts,603.53,16.41,Card,8.06,High,Stormy,96.37,1,2.2,Cycle,2025-01-01 02:29:00,Wednesday,0,0,Late
2592,4954,39,New,Spicy Hub,4.8,Desserts,389.08,35.84,Card,5.78,Low,Stormy,55.95,1,1.9,Bike,2025-01-25 07:39:00,Saturday,1,0,Late
2593,3739,42,New,Urban Kitchen,3.1,Indian,542.3,28.86,UPI,5.58,Medium,Rainy,46.28,1,3.3,Scooter,2025-01-28 18:59:00,Tuesday,0,0,Late
2594,4203,39,Premium,Food Palace,4.8,Italian,604.19,6.66,UPI,5.46,Medium,Rainy,50.32,1,2.4,Bike,2025-02-16 20:43:00,Sunday,1,0,Late
2595,1697,20,Premium,Spicy Hub,3.6,Indian,968.83,26.83,Cash,11.24,Medium,Clear,70.0,1,4.2,Bike,2025-01-08 05:50:00,Wednesday,0,0,Late
2596,4916,24,New,Urban Kitchen,3.9,Desserts,1182.78,22.76,Card,3.84,Medium,Stormy,48.44,1,1.8,Cycle,2025-01-25 07:34:00,Saturday,1,0,Late
2597,2162,51,New,Food Palace,3.4,Indian,236.46,35.26,Cash,13.81,Medium,Clear,70.52,1,1.7,Bike,2025-01-27 06:27:00,Monday,0,0,Late
2598,4447,47,Premium,Urban Kitchen,3.7,Fast Food,1071.02,4.3,Cash,1.53,High,Stormy,18.68,0,1.4,Scooter,2025-03-13 08:08:00,Thursday,0,0,On-Time
2599,2625,35,Premium,Spicy Hub,3.1,Italian,943.39,6.57,UPI,13.79,Low,Clear,65.99,1,2.2,Scooter,2025-03-25 19:13:00,Tuesday,0,0,Late
2600,3447,26,Premium,Food Palace,3.5,Fast Food,753.44,22.43,UPI,11.76,Low,Clear,58.3,1,3.9,Scooter,2025-01-06 22:56:00,Monday,0,0,Late
2601,3041,39,New,Food Palace,4.8,Italian,803.71,39.61,Cash,12.47,Medium,Clear,62.35,1,0.7,Cycle,2025-03-18 10:21:00,Tuesday,0,0,Late
2602,2331,23,Regular,Food Palace,4.4,Italian,727.85,31.45,Card,4.96,Low,Stormy,32.53,0,1.3,Scooter,2025-03-19 18:55:00,Wednesday,0,0,On-Time
2603,4245,43,Regular,Urban Kitchen,4.4,Desserts,492.46,24.54,UPI,1.73,Medium,Stormy,21.47,0,0.9,Bike,2025-02-10 23:44:00,Monday,0,0,On-Time
2604,3201,27,Premium,Urban Kitchen,4.3,Fast Food,1023.31,34.1,Cash,3.41,High,Stormy,60.06,1,2.7,Bike,2025-01-07 08:36:00,Tuesday,0,1,Late
2605,3279,51,New,Food Palace,4.6,Fast Food,389.58,7.7,UPI,9.26,Low,Rainy,58.08,1,3.8,Bike,2025-02-08 08:26:00,Saturday,1,0,Late
2606,3865,45,Regular,Spicy Hub,4.4,Desserts,464.68,6.65,UPI,3.07,Medium,Rainy,30.85,0,1.9,Scooter,2025-03-02 00:38:00,Sunday,1,0,On-Time
2607,3854,43,Regular,Urban Kitchen,3.0,Fast Food,251.75,11.62,Card,10.24,Medium,Clear,56.24,1,0.9,Bike,2025-02-21 07:57:00,Friday,0,0,Late
2608,1757,27,Regular,Spicy Hub,3.4,Italian,330.8,2.69,UPI,10.4,Low,Clear,63.68,1,2.6,Bike,2025-01-26 08:38:00,Sunday,1,0,Late
2609,3049,50,Regular,Spicy Hub,3.3,Desserts,471.78,30.63,UPI,5.28,Medium,Stormy,49.23,1,2.3,Cycle,2025-01-12 01:57:00,Sunday,1,0,Late
2610,3813,45,New,Urban Kitchen,4.9,Indian,725.97,31.51,Card,10.22,Low,Rainy,50.45,1,2.8,Cycle,2025-02-13 20:28:00,Thursday,0,0,Late
2611,2230,36,New,Food Palace,3.3,Italian,585.1,25.16,Cash,11.95,Medium,Stormy,125.32,1,3.6,Scooter,2025-02-22 01:53:00,Saturday,1,0,Late
2612,1834,49,New,Food Palace,3.7,Chinese,195.06,28.78,UPI,14.34,Low,Rainy,66.57,1,1.7,Scooter,2025-02-04 23:26:00,Tuesday,0,0,Late
2613,4386,25,New,Urban Kitchen,4.7,Desserts,729.57,1.87,Cash,14.64,Low,Stormy,101.33,1,4.2,Cycle,2025-02-15 22:08:00,Saturday,1,0,Cancelled
2614,4326,45,Regular,Urban Kitchen,3.9,Italian,540.49,18.44,Cash,12.68,Low,Stormy,73.06,1,3.5,Cycle,2025-03-13 21:47:00,Thursday,0,0,Late
2615,3509,33,Regular,Spicy Hub,3.3,Indian,932.85,25.45,Card,3.63,High,Rainy,40.66,0,1.3,Cycle,2025-02-06 20:22:00,Thursday,0,0,On-Time
2616,1621,35,Regular,Food Palace,4.3,Italian,679.27,29.09,UPI,7.71,Medium,Stormy,86.53,1,1.8,Scooter,2025-01-28 21:19:00,Tuesday,0,1,Late
2617,1624,48,Premium,Spicy Hub,3.9,Italian,374.12,37.38,Card,12.15,High,Clear,99.56,1,0.8,Bike,2025-01-30 20:07:00,Thursday,0,0,Late
2618,3635,27,Premium,Urban Kitchen,3.3,Chinese,399.03,27.7,UPI,11.92,Medium,Stormy,119.13,1,1.6,Cycle,2025-01-21 00:23:00,Tuesday,0,1,Late
2619,2007,28,Premium,Urban Kitchen,4.2,Indian,330.41,4.17,Card,10.5,High,Clear,82.45,1,4.0,Scooter,2025-03-22 02:34:00,Saturday,1,0,Late
2620,2049,59,New,Spicy Hub,3.9,Fast Food,557.83,38.4,Cash,11.75,Medium,Clear,60.85,1,1.4,Cycle,2025-02-14 00:25:00,Friday,0,0,Late
2621,3355,27,New,Food Palace,4.2,Italian,641.59,32.41,UPI,11.75,Medium,Rainy,129.59,1,2.8,Bike,2025-03-17 21:54:00,Monday,0,1,Late
2622,4880,60,Premium,Food Palace,4.6,Fast Food,1154.22,10.66,UPI,4.75,High,Stormy,61.44,1,4.5,Cycle,2025-01-09 15:22:00,Thursday,0,0,Late
2623,2999,51,Regular,Food Palace,3.1,Chinese,809.14,5.79,Card,8.05,High,Rainy,66.4,1,1.2,Cycle,2025-02-15 08:13:00,Saturday,1,0,Late
2624,1798,27,Premium,Urban Kitchen,4.3,Indian,526.97,4.21,Card,5.52,Low,Rainy,55.66,1,1.3,Cycle,2025-03-05 06:55:00,Wednesday,0,1,Late
2625,3381,45,Premium,Food Palace,3.7,Italian,1031.85,25.91,UPI,10.94,High,Clear,102.38,1,3.4,Bike,2025-01-05 23:21:00,Sunday,1,0,Late
2626,3613,60,Premium,Food Palace,5.0,Italian,1022.5,23.56,Cash,10.27,Medium,Rainy,66.01,1,3.4,Cycle,2025-01-25 11:21:00,Saturday,1,0,Late
2627,2588,45,Premium,Spicy Hub,4.9,Fast Food,711.08,15.13,Cash,11.67,Low,Stormy,76.49,1,2.9,Bike,2025-03-02 18:37:00,Sunday,1,0,Late
2628,2046,33,Regular,Spicy Hub,4.5,Chinese,323.41,38.27,Cash,4.13,Medium,Clear,24.02,0,2.6,Cycle,2025-03-03 12:49:00,Monday,0,0,On-Time
2629,1903,39,Regular,Food Palace,3.8,Italian,520.83,33.08,Cash,1.13,Medium,Clear,16.67,0,4.1,Bike,2025-03-30 21:51:00,Sunday,1,0,Cancelled
2630,3713,50,Premium,Food Palace,4.2,Italian,208.15,2.03,UPI,13.36,Low,Stormy,87.01,1,4.3,Bike,2025-02-03 20:38:00,Monday,0,0,Late
2631,2957,52,Premium,Urban Kitchen,4.0,Chinese,1165.52,38.0,Card,14.77,Medium,Stormy,170.08,1,4.4,Cycle,2025-03-09 01:26:00,Sunday,1,0,Late
2632,1766,41,Regular,Food Palace,4.7,Desserts,894.3,38.51,Card,9.0,High,Clear,76.39,1,0.9,Scooter,2025-03-15 16:38:00,Saturday,1,0,Late
2633,1317,54,New,Food Palace,3.4,Chinese,563.82,23.94,Cash,6.24,Low,Clear,43.94,0,2.2,Bike,2025-03-29 17:19:00,Saturday,1,1,On-Time
2634,3879,30,Premium,Spicy Hub,4.5,Desserts,151.31,30.62,UPI,11.36,Low,Rainy,74.3,1,0.5,Bike,2025-02-15 01:40:00,Saturday,1,0,Late
2635,1298,47,Premium,Urban Kitchen,3.9,Italian,966.89,17.02,Card,3.15,Low,Clear,19.56,0,4.9,Bike,2025-01-24 13:06:00,Friday,0,0,On-Time
2636,1078,55,Regular,Spicy Hub,3.3,Indian,495.46,17.68,Cash,3.69,Medium,Stormy,35.97,0,2.5,Scooter,2025-01-05 23:23:00,Sunday,1,0,On-Time
2637,4004,43,Premium,Spicy Hub,4.3,Italian,215.56,34.85,Cash,3.59,Low,Stormy,32.17,0,1.5,Bike,2025-02-12 11:20:00,Wednesday,0,0,On-Time
2638,2841,32,Premium,Spicy Hub,4.0,Indian,284.56,32.23,Card,9.64,Medium,Rainy,76.69,1,1.1,Scooter,2025-03-29 15:45:00,Saturday,1,0,Late
2639,3975,47,New,Urban Kitchen,4.1,Chinese,264.08,14.91,Card,4.4,Low,Stormy,46.77,1,2.8,Bike,2025-03-15 13:42:00,Saturday,1,0,Late
2640,1628,51,New,Urban Kitchen,3.9,Fast Food,1100.62,23.05,UPI,8.93,Low,Rainy,56.82,1,1.7,Cycle,2025-01-16 08:28:00,Thursday,0,0,Late
2641,2425,37,Premium,Urban Kitchen,3.8,Desserts,1190.23,35.28,Cash,11.49,Low,Stormy,78.07,1,2.9,Bike,2025-03-24 07:51:00,Monday,0,0,Cancelled
2642,2323,49,New,Food Palace,3.6,Indian,962.66,18.15,UPI,13.35,Low,Stormy,94.03,1,1.2,Cycle,2025-02-18 07:55:00,Tuesday,0,0,Late
2643,2925,42,New,Urban Kitchen,4.0,Indian,1083.69,39.58,UPI,2.62,Low,Clear,16.95,0,1.1,Bike,2025-03-31 07:45:00,Monday,0,0,Cancelled
2644,4327,33,New,Food Palace,3.7,Italian,919.98,16.22,UPI,9.79,Medium,Clear,55.82,1,4.0,Bike,2025-01-29 20:08:00,Wednesday,0,0,Late
2645,4222,52,Premium,Spicy Hub,3.2,Fast Food,581.32,21.83,Card,7.47,Medium,Rainy,65.2,1,4.6,Cycle,2025-02-25 13:26:00,Tuesday,0,0,Cancelled
2646,4383,48,Premium,Food Palace,3.8,Italian,903.16,15.81,UPI,4.26,Low,Rainy,24.06,0,2.0,Bike,2025-01-13 12:32:00,Monday,0,0,On-Time
2647,2503,53,Premium,Urban Kitchen,3.9,Fast Food,1153.25,12.54,UPI,13.63,Low,Clear,53.69,1,1.5,Scooter,2025-03-12 14:10:00,Wednesday,0,0,Late
2648,3446,46,Premium,Urban Kitchen,4.3,Indian,196.55,8.84,Card,7.38,Low,Rainy,78.88,1,2.0,Cycle,2025-02-23 06:44:00,Sunday,1,1,Late
2649,4006,21,Premium,Food Palace,3.3,Chinese,1089.19,11.72,UPI,11.24,High,Clear,107.16,1,4.0,Cycle,2025-01-26 07:32:00,Sunday,1,0,Late
2650,1453,54,Regular,Food Palace,4.2,Italian,501.62,27.13,UPI,7.49,High,Stormy,89.93,1,2.5,Bike,2025-03-03 10:50:00,Monday,0,0,Late
2651,1455,58,Regular,Urban Kitchen,4.8,Indian,1044.67,20.25,Card,7.86,Low,Clear,71.43,1,2.1,Bike,2025-03-30 23:31:00,Sunday,1,1,Late
2652,1390,43,Premium,Urban Kitchen,4.2,Italian,865.77,37.37,UPI,11.92,Low,Stormy,68.54,1,3.4,Bike,2025-03-11 17:32:00,Tuesday,0,0,Late
2653,2800,46,Regular,Food Palace,3.3,Italian,1075.27,29.98,Card,11.61,Low,Rainy,66.33,1,3.4,Bike,2025-01-14 03:18:00,Tuesday,0,0,Late
2654,3757,22,New,Spicy Hub,3.7,Italian,293.76,29.0,UPI,3.24,Low,Rainy,29.46,0,3.7,Scooter,2025-01-25 02:23:00,Saturday,1,0,On-Time
2655,4191,38,Premium,Spicy Hub,3.3,Desserts,480.54,12.8,UPI,10.81,Medium,Stormy,105.49,1,1.0,Cycle,2025-02-12 01:05:00,Wednesday,0,0,Late
2656,2593,31,Regular,Urban Kitchen,3.4,Indian,905.12,26.74,Card,11.47,High,Rainy,95.16,1,1.4,Bike,2025-02-01 06:35:00,Saturday,1,0,Late
2657,3866,44,Regular,Spicy Hub,3.7,Fast Food,983.35,29.52,Cash,13.96,Low,Rainy,63.36,1,0.8,Cycle,2025-03-05 03:11:00,Wednesday,0,0,Late
2658,3011,41,Premium,Spicy Hub,3.6,Desserts,500.78,21.87,Cash,2.43,High,Rainy,28.92,0,3.4,Scooter,2025-03-02 01:57:00,Sunday,1,0,Cancelled
2659,4565,38,Premium,Spicy Hub,4.7,Chinese,329.67,37.23,Card,8.43,Low,Stormy,54.09,1,4.7,Scooter,2025-01-07 00:39:00,Tuesday,0,0,Late
2660,1747,35,Premium,Food Palace,3.8,Desserts,962.93,24.24,Cash,7.92,Low,Stormy,53.67,1,4.6,Cycle,2025-02-10 06:45:00,Monday,0,0,Late
2661,1047,18,Regular,Urban Kitchen,4.2,Fast Food,805.23,17.56,Cash,7.81,Low,Clear,40.43,0,4.8,Scooter,2025-03-27 20:58:00,Thursday,0,0,On-Time
2662,2983,31,Regular,Food Palace,3.4,Desserts,1174.36,29.06,UPI,13.81,High,Rainy,129.31,1,1.9,Bike,2025-03-21 07:32:00,Friday,0,0,Late
2663,2555,28,New,Food Palace,3.6,Italian,728.36,25.1,Cash,7.74,High,Stormy,113.26,1,4.2,Bike,2025-03-15 04:11:00,Saturday,1,0,Late
2664,2642,18,New,Urban Kitchen,4.6,Chinese,662.49,15.26,Cash,12.64,Low,Clear,51.68,1,2.7,Cycle,2025-01-28 04:10:00,Tuesday,0,0,Late
2665,2036,54,Premium,Food Palace,3.3,Italian,876.21,13.44,Cash,4.65,High,Stormy,69.92,1,4.8,Bike,2025-01-12 15:08:00,Sunday,1,0,Late
2666,1551,41,Premium,Urban Kitchen,4.2,Fast Food,1031.13,30.37,Cash,9.38,High,Clear,57.32,1,4.8,Bike,2025-02-07 01:28:00,Friday,0,0,Late
2667,2970,47,Regular,Food Palace,3.8,Fast Food,704.82,4.91,Card,8.56,Medium,Clear,61.19,1,3.3,Scooter,2025-03-10 02:06:00,Monday,0,0,Late
2668,1835,26,New,Food Palace,4.9,Italian,515.81,39.65,Cash,7.38,Medium,Stormy,56.17,1,4.3,Cycle,2025-03-25 23:49:00,Tuesday,0,0,Late
2669,4384,31,Premium,Urban Kitchen,4.9,Indian,1144.38,27.35,UPI,12.17,Medium,Stormy,153.44,1,1.3,Scooter,2025-01-31 17:29:00,Friday,0,1,Late
2670,2607,33,New,Food Palace,3.2,Chinese,268.82,4.34,Cash,11.14,Medium,Stormy,124.63,1,1.1,Cycle,2025-02-03 07:44:00,Monday,0,1,Late
